CONTACT;CUSTOMER_LOCATION;ORDER_NO_DATE;REQUIRED_DATE;SHIPPED_DATE;PRODUCT_UNITS;CATEGORY_NAME;QUANTITY;UNIT_PRICE;DISCOUNT
FRANS - Franchi S.p.A., Paolo Accorti;Italy, Torino;10753/2015-11-25;2015-12-23;2015-11-27;Røgede sild (1k pkg. );Seafood;4;9.5;0
FRANS - Franchi S.p.A., Paolo Accorti;Italy, Torino;10710/2015-10-20;2015-11-17;2015-10-23;Teatime Chocolate Biscuits (10 boxes x 12 pieces );Confections;5;9.2;0
FRANS - Franchi S.p.A., Paolo Accorti;Italy, Torino;10710/2015-10-20;2015-11-17;2015-10-23;Zaanse koeken (10 - 4 oz boxes );Confections;5;9.5;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10963/2016-03-19;2016-04-16;2016-03-26;Camembert Pierrot (15 - 300 g rounds );Dairy Products;2;34;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10464/2015-03-04;2015-04-01;2015-03-14;Camembert Pierrot (15 - 300 g rounds );Dairy Products;20;27.2;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10464/2015-03-04;2015-04-01;2015-03-14;Chef Anton's Cajun Seasoning (48 - 6 oz jars );Condiments;16;17.6;0.2
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10604/2015-07-18;2015-08-15;2015-07-29;Chocolade (10 pkgs. );Confections;6;12.75;0.1
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10664/2015-09-10;2015-10-08;2015-09-19;Gnocchi di nonna Alice (24 - 250 g pkgs. );Grains/Cereals;12;38;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10464/2015-03-04;2015-04-01;2015-03-14;Gnocchi di nonna Alice (24 - 250 g pkgs. );Grains/Cereals;30;30.4;0.2
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10352/2014-11-12;2014-11-26;2014-11-18;Guaraná Fantástica (12 - 355 ml cans );Beverages;10;3.6;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10491/2015-03-31;2015-04-28;2015-04-08;Gula Malacca (20 - 2 kg bags );Condiments;15;15.5;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10551/2015-05-28;2015-07-09;2015-06-06;Gula Malacca (20 - 2 kg bags );Condiments;40;19.45;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10664/2015-09-10;2015-10-08;2015-09-19;Ikura (12 - 200 ml jars );Seafood;24;31;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10464/2015-03-04;2015-04-01;2015-03-14;Ipoh Coffee (16 - 500 g tins );Beverages;3;36.8;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10604/2015-07-18;2015-08-15;2015-07-29;Lakkalikööri (500 ml );Beverages;10;18;0.1
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10664/2015-09-10;2015-10-08;2015-09-19;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;15;21.05;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10328/2014-10-14;2014-11-11;2014-10-17;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;40;16.8;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10491/2015-03-31;2015-04-28;2015-04-08;Original Frankfurter grüne Soße (12 boxes );Condiments;7;10.4;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10551/2015-05-28;2015-07-09;2015-06-06;Pavlova (32 - 500 g boxes );Confections;40;17.45;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10328/2014-10-14;2014-11-11;2014-10-17;Raclette Courdavault (5 kg pkg. );Dairy Products;9;44;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10328/2014-10-14;2014-11-11;2014-10-17;Scottish Longbreads (10 boxes x 8 pieces );Confections;10;10;0
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10551/2015-05-28;2015-07-09;2015-06-06;Steeleye Stout (24 - 12 oz bottles );Beverages;20;18;0.15
FURIB - Furia Bacalhau e Frutos do Mar, Lino Rodriguez ;Portugal, Lisboa;10352/2014-11-12;2014-11-26;2014-11-18;Tourtière (16 pies );Meat/Poultry;20;5.9;0.15
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10426/2015-01-27;2015-02-24;2015-02-06;Gnocchi di nonna Alice (24 - 250 g pkgs. );Grains/Cereals;5;30.4;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10568/2015-06-13;2015-07-11;2015-07-09;Ikura (12 - 200 ml jars );Seafood;5;31;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10928/2016-03-05;2016-04-02;2016-03-18;Lakkalikööri (500 ml );Beverages;5;18;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10366/2014-11-28;2015-01-09;2014-12-30;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;5;16.8;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10887/2016-02-13;2016-03-13;2016-02-16;NuNuCa Nuß-Nougat-Creme (20 - 450 g glasses );Confections;5;14;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10366/2014-11-28;2015-01-09;2014-12-30;Original Frankfurter grüne Soße (12 boxes );Condiments;5;10.4;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10426/2015-01-27;2015-02-24;2015-02-06;Wimmers gute Semmelknödel (20 bags x 4 pieces );Grains/Cereals;7;26.6;0
GALED - Galería del gastrónomo, Eduardo Saavedra;Spain, Barcelona;10928/2016-03-05;2016-04-02;2016-03-18;Zaanse koeken (10 - 4 oz boxes );Confections;5;9.5;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10550/2015-05-28;2015-06-25;2015-06-06;Alice Mutton (20 - 1 kg tins );Meat/Poultry;8;39;0.1
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10911/2016-02-26;2016-03-26;2016-03-05;Alice Mutton (20 - 1 kg tins );Meat/Poultry;12;39;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10303/2014-09-11;2014-10-09;2014-09-18;Boston Crab Meat (24 - 4 oz tins );Seafood;40;14.7;0.1
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;11009/2016-04-08;2016-05-06;2016-04-10;Camembert Pierrot (15 - 300 g rounds );Dairy Products;9;34;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10911/2016-02-26;2016-03-26;2016-03-05;Chai (10 boxes x 20 bags );Beverages;10;18;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10888/2016-02-16;2016-03-16;2016-02-23;Chang (24 - 12 oz bottles );Beverages;20;19;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;11009/2016-04-08;2016-05-06;2016-04-10;Guaraná Fantástica (12 - 355 ml cans );Beverages;12;4.5;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10874/2016-02-06;2016-03-06;2016-02-11;Ikura (12 - 200 ml jars );Seafood;10;31;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;11009/2016-04-08;2016-05-06;2016-04-10;Inlagd Sill (24 - 250 g  jars );Seafood;18;19;0.25
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10911/2016-02-26;2016-03-26;2016-03-05;Laughing Lumberjack Lager (24 - 12 oz bottles );Beverages;15;14;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10303/2014-09-11;2014-10-09;2014-09-18;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;30;16.8;0.1
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10872/2016-02-05;2016-03-05;2016-02-09;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;21;21.05;0.05
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10948/2016-03-13;2016-04-10;2016-03-19;Manjimup Dried Apples (50 - 300 g pkgs. );Produce;40;53;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;11037/2016-04-21;2016-05-19;2016-04-27;Outback Lager (24 - 355 ml bottles );Beverages;4;15;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10948/2016-03-13;2016-04-10;2016-03-19;Pâté chinois (24 boxes x 2 pies );Meat/Poultry;4;24;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10872/2016-02-05;2016-03-05;2016-02-09;Pâté chinois (24 boxes x 2 pies );Meat/Poultry;10;24;0.05
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10888/2016-02-16;2016-03-16;2016-02-23;Scottish Longbreads (10 boxes x 8 pieces );Confections;18;12.5;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10303/2014-09-11;2014-10-09;2014-09-18;Scottish Longbreads (10 boxes x 8 pieces );Confections;15;10;0.1
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10550/2015-05-28;2015-06-25;2015-06-06;Sir Rodney's Scones (24 pkgs. x 4 pieces );Confections;6;10;0.1
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10550/2015-05-28;2015-06-25;2015-06-06;Sirop d'érable (24 - 500 ml bottles );Condiments;10;28.5;0.1
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10872/2016-02-05;2016-03-05;2016-02-09;Tarte au sucre (48 pies );Confections;20;49.3;0.05
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10550/2015-05-28;2015-06-25;2015-06-06;Teatime Chocolate Biscuits (10 boxes x 12 pieces );Confections;10;9.2;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10629/2015-08-12;2015-09-09;2015-08-20;Thüringer Rostbratwurst (50 bags x 30 sausgs. );Meat/Poultry;20;123.79;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10948/2016-03-13;2016-04-10;2016-03-19;Valkoinen suklaa (12 - 100 g bars );Confections;9;16.25;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10629/2015-08-12;2015-09-09;2015-08-20;Wimmers gute Semmelknödel (20 bags x 4 pieces );Grains/Cereals;9;33.25;0
GODOS - Godos Cocina Típica, José Pedro Freyre;Spain, Sevilla;10872/2016-02-05;2016-03-05;2016-02-09;Wimmers gute Semmelknödel (20 bags x 4 pieces );Grains/Cereals;15;33.25;0.05
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10709/2015-10-17;2015-11-14;2015-11-20;Camembert Pierrot (15 - 300 g rounds );Dairy Products;10;34;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;11049/2016-04-24;2016-05-22;2016-05-04;Chang (24 - 12 oz bottles );Beverages;10;19;0.2
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10790/2015-12-22;2016-01-19;2015-12-26;Gnocchi di nonna Alice (24 - 250 g pkgs. );Grains/Cereals;20;38;0.15
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10423/2015-01-23;2015-02-06;2015-02-24;Gorgonzola Telino (12 - 100 g pkgs );Dairy Products;14;10;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10734/2015-11-07;2015-12-05;2015-11-12;Grandma's Boysenberry Spread (12 - 8 oz jars );Condiments;30;25;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10685/2015-09-29;2015-10-13;2015-10-03;Ikura (12 - 200 ml jars );Seafood;20;31;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10685/2015-09-29;2015-10-13;2015-10-03;Jack's New England Clam Chowder (12 - 12 oz cans );Seafood;4;9.65;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10734/2015-11-07;2015-12-05;2015-11-12;Lakkalikööri (500 ml );Beverages;20;18;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10709/2015-10-17;2015-11-14;2015-11-20;Manjimup Dried Apples (50 - 300 g pkgs. );Produce;28;53;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10734/2015-11-07;2015-12-05;2015-11-12;Nord-Ost Matjeshering (10 - 200 g glasses );Seafood;15;25.89;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10652/2015-09-01;2015-09-29;2015-09-08;Nord-Ost Matjeshering (10 - 200 g glasses );Seafood;2;25.89;0.25
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10709/2015-10-17;2015-11-14;2015-11-20;Northwoods Cranberry Sauce (12 - 12 oz jars );Condiments;40;40;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;11049/2016-04-24;2016-05-22;2016-05-04;Queso Manchego La Pastora (10 - 500 g pkgs. );Dairy Products;4;38;0.2
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10423/2015-01-23;2015-02-06;2015-02-24;Raclette Courdavault (5 kg pkg. );Dairy Products;20;44;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10959/2016-03-18;2016-04-29;2016-03-23;Rhönbräu Klosterbier (24 - 0.5 l bottles );Beverages;20;7.75;0.15
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10652/2015-09-01;2015-09-29;2015-09-08;Singaporean Hokkien Fried Mee (32 - 1 kg pkgs. );Grains/Cereals;20;14;0
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10777/2015-12-15;2015-12-29;2016-01-21;Singaporean Hokkien Fried Mee (32 - 1 kg pkgs. );Grains/Cereals;20;14;0.2
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10790/2015-12-22;2016-01-19;2015-12-26;Uncle Bob's Organic Dried Pears (12 - 1 lb pkgs. );Produce;3;30;0.15
GOURL - Gourmet Lanchonetes, André Fonseca;Brazil, Campinas;10685/2015-09-29;2015-10-13;2015-10-03;Zaanse koeken (10 - 4 oz boxes );Confections;15;9.5;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;11061/2016-04-30;2016-06-11;;Camembert Pierrot (15 - 300 g rounds );Dairy Products;15;34;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;11006/2016-04-07;2016-05-05;2016-04-15;Chai (10 boxes x 20 bags );Beverages;8;18;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10816/2016-01-06;2016-02-03;2016-02-04;Côte de Blaye (12 - 75 cl bottles );Beverages;30;263.5;0.05
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10616/2015-07-31;2015-08-28;2015-08-05;Côte de Blaye (12 - 75 cl bottles );Beverages;15;263.5;0.05
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10616/2015-07-31;2015-08-28;2015-08-05;Fløtemysost (10 - 500 g pkgs. );Dairy Products;15;21.5;0.05
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10528/2015-05-06;2015-05-20;2015-05-09;Geitost (500 g );Dairy Products;8;2.5;0.2
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10616/2015-07-31;2015-08-28;2015-08-05;Gnocchi di nonna Alice (24 - 250 g pkgs. );Grains/Cereals;14;38;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10656/2015-09-04;2015-10-02;2015-09-10;Gula Malacca (20 - 2 kg bags );Condiments;28;19.45;0.1
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10936/2016-03-09;2016-04-06;2016-03-18;Inlagd Sill (24 - 250 g  jars );Seafood;30;19;0.2
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10528/2015-05-06;2015-05-20;2015-05-09;Mozzarella di Giovanni (24 - 200 g pkgs. );Dairy Products;9;34.8;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10616/2015-07-31;2015-08-28;2015-08-05;Outback Lager (24 - 355 ml bottles );Beverages;15;15;0.05
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10528/2015-05-06;2015-05-20;2015-05-09;Queso Cabrales (1 kg pkg. );Dairy Products;3;21;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10617/2015-07-31;2015-08-28;2015-08-04;Raclette Courdavault (5 kg pkg. );Dairy Products;30;55;0.15
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;11040/2016-04-22;2016-05-20;;Sir Rodney's Scones (24 pkgs. x 4 pieces );Confections;20;10;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10681/2015-09-25;2015-10-23;2015-09-30;Sir Rodney's Scones (24 pkgs. x 4 pieces );Confections;12;10;0.1
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10589/2015-07-04;2015-08-01;2015-07-14;Steeleye Stout (24 - 12 oz bottles );Beverages;4;18;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10816/2016-01-06;2016-02-03;2016-02-04;Tarte au sucre (48 pies );Confections;20;49.3;0.05
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10681/2015-09-25;2015-10-23;2015-09-30;Teatime Chocolate Biscuits (10 boxes x 12 pieces );Confections;30;9.2;0.1
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;11006/2016-04-07;2016-05-05;2016-04-15;Thüringer Rostbratwurst (50 bags x 30 sausgs. );Meat/Poultry;2;123.79;0.25
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10656/2015-09-04;2015-10-02;2015-09-10;Tofu (40 - 100 g pkgs. );Produce;3;23.25;0.1
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10681/2015-09-25;2015-10-23;2015-09-30;Wimmers gute Semmelknödel (20 bags x 4 pieces );Grains/Cereals;28;33.25;0
GREAL - Great Lakes Food Market, Howard Snyder;USA, Eugene;10656/2015-09-04;2015-10-02;2015-09-10;Zaanse koeken (10 - 4 oz boxes );Confections;6;9.5;0.1
GROSR - GROSELLA-Restaurante, Manuel Pereira;Venezuela, Caracas;10785/2015-12-18;2016-01-15;2015-12-24;Ikura (12 - 200 ml jars );Seafood;10;31;0
GROSR - GROSELLA-Restaurante, Manuel Pereira;Venezuela, Caracas;10268/2014-07-30;2014-08-27;2014-08-02;Mozzarella di Giovanni (24 - 200 g pkgs. );Dairy Products;4;27.8;0
GROSR - GROSELLA-Restaurante, Manuel Pereira;Venezuela, Caracas;10785/2015-12-18;2016-01-15;2015-12-24;Rhönbräu Klosterbier (24 - 0.5 l bottles );Beverages;10;7.75;0
GROSR - GROSELLA-Restaurante, Manuel Pereira;Venezuela, Caracas;10268/2014-07-30;2014-08-27;2014-08-02;Thüringer Rostbratwurst (50 bags x 30 sausgs. );Meat/Poultry;10;99;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10922/2016-03-03;2016-03-31;2016-03-05;Alice Mutton (20 - 1 kg tins );Meat/Poultry;15;39;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10645/2015-08-26;2015-09-23;2015-09-02;Carnarvon Tigers (16 kg pkg. );Seafood;20;62.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10253/2014-07-10;2014-07-24;2014-07-16;Chartreuse verte (750 cc per bottle );Beverages;42;14.4;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10783/2015-12-18;2016-01-15;2015-12-19;Côte de Blaye (12 - 75 cl bottles );Beverages;5;263.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10981/2016-03-27;2016-04-24;2016-04-02;Côte de Blaye (12 - 75 cl bottles );Beverages;60;263.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10541/2015-05-19;2015-06-16;2015-05-29;Côte de Blaye (12 - 75 cl bottles );Beverages;4;263.5;0.1
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10925/2016-03-04;2016-04-01;2016-03-13;Filo Mix (16 - 2 kg boxes );Grains/Cereals;12;7;0.15
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10541/2015-05-19;2015-06-16;2015-05-29;Fløtemysost (10 - 500 g pkgs. );Dairy Products;9;21.5;0.1
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10690/2015-10-02;2015-10-30;2015-10-03;Gnocchi di nonna Alice (24 - 250 g pkgs. );Grains/Cereals;20;38;0.25
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10783/2015-12-18;2016-01-15;2015-12-19;Gorgonzola Telino (12 - 100 g pkgs );Dairy Products;10;12.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10253/2014-07-10;2014-07-24;2014-07-16;Gorgonzola Telino (12 - 100 g pkgs );Dairy Products;20;10;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10886/2016-02-13;2016-03-13;2016-03-02;Gorgonzola Telino (12 - 100 g pkgs );Dairy Products;35;12.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10922/2016-03-03;2016-03-31;2016-03-05;Guaraná Fantástica (12 - 355 ml cans );Beverages;35;4.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10541/2015-05-19;2015-06-16;2015-05-29;Guaraná Fantástica (12 - 355 ml cans );Beverages;35;4.5;0.1
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;11022/2016-04-14;2016-05-12;2016-05-04;Gudbrandsdalsost (10 kg pkg. );Dairy Products;30;36;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10886/2016-02-13;2016-03-13;2016-03-02;Ikura (12 - 200 ml jars );Seafood;70;31;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10925/2016-03-04;2016-04-01;2016-03-13;Inlagd Sill (24 - 250 g  jars );Seafood;25;19;0.15
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10645/2015-08-26;2015-09-23;2015-09-02;Inlagd Sill (24 - 250 g  jars );Seafood;15;19;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;11052/2016-04-27;2016-05-25;2016-05-01;Ipoh Coffee (16 - 500 g tins );Beverages;30;46;0.2
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10250/2014-07-08;2014-08-05;2014-07-12;Jack's New England Clam Chowder (12 - 12 oz cans );Seafood;10;7.7;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10903/2016-02-24;2016-03-24;2016-03-04;Konbu (2 kg box );Seafood;40;6;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10250/2014-07-08;2014-08-05;2014-07-12;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;15;16.8;0.15
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10903/2016-02-24;2016-03-24;2016-03-04;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;21;21.05;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10541/2015-05-19;2015-06-16;2015-05-29;Louisiana Fiery Hot Pepper Sauce (32 - 8 oz bottles );Condiments;36;21.05;0.1
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10250/2014-07-08;2014-08-05;2014-07-12;Manjimup Dried Apples (50 - 300 g pkgs. );Produce;35;42.4;0.15
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10253/2014-07-10;2014-07-24;2014-07-16;Maxilaku (24 - 50 g pkgs. );Confections;40;16;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10886/2016-02-13;2016-03-13;2016-03-02;Original Frankfurter grüne Soße (12 boxes );Condiments;40;13;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10690/2015-10-02;2015-10-30;2015-10-03;Original Frankfurter grüne Soße (12 boxes );Condiments;30;13;0.25
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10770/2015-12-09;2016-01-06;2015-12-17;Queso Cabrales (1 kg pkg. );Dairy Products;15;21;0.25
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;10903/2016-02-24;2016-03-24;2016-03-04;Scottish Longbreads (10 boxes x 8 pieces );Confections;20;12.5;0
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;11052/2016-04-27;2016-05-25;2016-05-01;Sirop d'érable (24 - 500 ml bottles );Condiments;10;28.5;0.2
HANAR - Hanari Carnes, Mario Pontes;Brazil, Rio de Janeiro;11022/2016-04-14;2016-05-12;2016-05-04;Teatime Chocolate Biscuits (10 boxes x 12 pieces );Confections;35;9.2;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10641/2015-08-22;2015-09-19;2015-08-26;Boston Crab Meat (24 - 4 oz tins );Seafood;60;18.4;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10498/2015-04-07;2015-05-05;2015-04-11;Boston Crab Meat (24 - 4 oz tins );Seafood;5;18.4;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10863/2016-02-02;2016-03-02;2016-02-17;Chai (10 boxes x 20 bags );Beverages;20;18;0.15
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10641/2015-08-22;2015-09-19;2015-08-26;Chang (24 - 12 oz bottles );Beverages;50;19;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10257/2014-07-16;2014-08-13;2014-07-22;Chartreuse verte (750 cc per bottle );Beverages;6;14.4;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10863/2016-02-02;2016-03-02;2016-02-17;Escargots de Bourgogne (24 pieces );Seafood;12;13.25;0.15
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10901/2016-02-23;2016-03-23;2016-02-26;Fløtemysost (10 - 500 g pkgs. );Dairy Products;30;21.5;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10705/2015-10-15;2015-11-12;2015-11-18;Gorgonzola Telino (12 - 100 g pkgs );Dairy Products;20;12.5;0
HILAA - HILARIÓN-Abastos, Carlos Hernández;Venezuela, San Cristóbal;10498/2015-04-07;2015-05-05;2015-04-11;Guaraná Fantástica (12 - 355 ml cans );Beverages;14;4.5;0
